country,country.code,year,sdg382,health.worker,sdi,total.aid.for.health_rmnch,total.aid.for.health.volatility_rmnch,total.health.spending,government.health.spending,prepaid.private.health.spending,out.of.pocket.health.spending,total.aid.for.health,the_total,ghes_total,ppp_total,oop_total,dah_total,ghes_per_the,ppp_per_the,oop_per_the,dah_per_the,total.aid.for.health.volatility,total.aid,total.aid.volatility,gini.index,people.at.poverty,gdp.per.capita,gdp,vae,pve,gee,rqe,rle,cce,institutional.index,income.group_wb,region_un,country.id_gbd
Côte d’Ivoire,CIV,1998,19.77,24.949,0.295,0.01098373630755066,NA,4.3839011750851835,0.7131763212938013,0.6233054661828058,2.901123320360544,0.14629606724803212,1321109,214919,187836,874267,44087,16.3,14.2,66.2,3.3000000000000003,NA,5.620586924581948,2.5878631612321463,39,NA,1900.21,30135.464903,NA,NA,NA,NA,NA,NA,NA,Lower middle income,Sub-Saharan Africa,205
Côte d’Ivoire,CIV,2002,18.47,26.493,0.314,0.0301636982042446,NA,6.340309842024908,0.6240454144120445,0.6847321904302532,4.854015987847033,0.17751624933557672,1834807,180591,198153,1404692,51371,9.8,10.8,76.6,2.8000000000000003,NA,7.600394965323384,1.8032440062652797,41.3,NA,1636.45,28938.759236,NA,NA,NA,NA,NA,NA,NA,Lower middle income,Sub-Saharan Africa,205
Côte d’Ivoire,CIV,2008,17.44,28.273,0.337,0.14713621395459706,NA,4.922929695967593,0.6655016299162125,0.6999315103722853,3.040182409385233,0.5173109509453274,1540655,208272,219047,951440,161895,13.5,14.2,61.8,10.5,NA,2.7575538315346866,1.833720392238979,43.2,NA,1545.88,31295.490595,NA,NA,NA,NA,NA,NA,NA,Lower middle income,Sub-Saharan Africa,205
Côte d’Ivoire,CIV,2014,12.43,30.129,0.369,0.1702671615396129,NA,3.913683314680876,0.811887883447558,0.639161660912258,1.8823913044548437,0.5802424658662165,1672704,347000,273177,804532,247995,20.8,16.3,48.1,14.9,NA,2.915519806009128,3.2665849497406856,NA,NA,1858.62,42739.89144,NA,NA,NA,NA,NA,NA,NA,Lower middle income,Sub-Saharan Africa,205
Côte d’Ivoire,CIV,2018,8.33,32.971,0.401,0.13429631483942428,NA,3.605759159062647,0.999996099415745,0.6912757109871069,1.3780314590547147,0.5364558896050806,2031846,563498,389534,776521,302293,27.800000000000004,19.1,38.2,14.9,NA,2.415953010984247,1.7842497116396192,37.2,39.5,2210.33,56350.019798,NA,NA,NA,NA,NA,NA,NA,Lower middle income,Sub-Saharan Africa,205
Djibouti,DJI,2002,1.14,14.805,0.327,NA,NA,NA,NA,NA,NA,NA,45297,19383,263,20792,4860,42.8,0.6,45.8,10.8,NA,NA,NA,40,NA,NA,NA,-0.8308863639831543,-0.31310296058654785,-0.7647284269332886,-0.6691955924034119,-0.9395100474357604,-0.6283738017082214,-0.7392326886720966,Lower middle income,Sub-Saharan Africa,177
Djibouti,DJI,2012,2.25,21.919,0.4,NA,NA,NA,NA,NA,NA,NA,79279,38430,765,16106,23978,48.4,1,20.3,30.3,NA,NA,NA,45.1,NA,NA,NA,-1.4340441226959229,0.16061921417713165,-1.081844687461853,-0.45631369948387146,-0.8036234974861145,-0.4701847136020661,-0.730157471767883,Lower middle income,Sub-Saharan Africa,177
Djibouti,DJI,2017,1.47,24.495,0.443,0.283878960897192,NA,2.588063329295905,1.2349008637253798,0.03811828105166154,0.5800988978436767,0.7350183102021058,70883,33822,1044,15888,20131,47.7,1.5,22.4,28.4,NA,7.006242290233076,0.9831292013418812,41.6,21.1,2632.91,2738.843335,-1.406436562538147,-0.7368586659431458,-1.0628989934921265,-0.6743918657302856,-0.9184142351150512,-0.6483484506607056,-0.9635157331214826,Lower middle income,Sub-Saharan Africa,177
"Egypt, Arab Rep.",EGY,1997,7.66,39.296,0.478,0.01125678568824609,NA,4.672915575764405,1.5922760805732123,0.0835479787100067,2.9386686463090497,0.05842287017213609,7049981,2402251,126048,4433540,88142,34.1,1.7999999999999998,62.9,1.3,NA,2.1241739522367085,2.0781660194189375,NA,NA,2251.99,150869,NA,NA,NA,NA,NA,NA,NA,Lower middle income,Northern Africa and Western Asia,141
"Egypt, Arab Rep.",EGY,2008,12.57,55.239,0.565,0.01658971756499973,NA,4.182743305428155,1.4439373011088303,0.12369828829585086,2.548207403902655,0.066900312120819,10962050,3784242,324186,6678291,175331,34.5,3,60.9,1.6,NA,0.9801204221643935,1.8358857968248303,31.1,NA,3125.75,262078,-1.212239384651184,-0.510431706905365,-0.3740921914577484,-0.2016349881887436,-0.12978360056877136,-0.7659092545509338,-0.5482048969428275,Lower middle income,Northern Africa and Western Asia,141
"Egypt, Arab Rep.",EGY,2012,26.2,59.642,0.6,0.00413135557917959,NA,4.304154016882671,1.3488957613364838,0.34405124120624786,2.5990628884497333,0.01214412589020598,12915518,4047645,1032398,7799034,36441,31.3,8,60.4,0.3,NA,0.858806749069387,1.8719399847018272,28.3,NA,3288.79,300071,-0.7650634050369263,-1.43632972240448,-0.681242823600769,-0.3855917751789093,-0.53639984130859375,-0.5796643495559692,-0.7568267385830637,Lower middle income,Northern Africa and Western Asia,141
"Egypt, Arab Rep.",EGY,2015,31.22,57.921,0.626,0.00754902585869258,NA,4.953178065805014,1.5119037426335973,0.5011434053806241,2.923850598268801,0.01627971229661745,16314134,4979712,1650601,9630199,53620,30.5,10.1,59,0.3,NA,1.2448393433464795,1.899208339734903,31.8,27.8,3370.38,329367,-1.1899312734603882,-1.49664568901062,-0.6587103605270386,-0.7750737071037292,-0.5860682129859924,-0.5781300067901611,-0.9161714376194988,Lower middle income,Northern Africa and Western Asia,141
"Egypt, Arab Rep.",EGY,2017,31.14,60.836,0.643,0.00331682739706132,NA,5.050519895099328,1.5068249672534513,0.5335240872161384,2.9843696324287188,0.02580092891275872,18083538,5395232,1910299,10685625,92381,29.799999999999997,10.5,59.099999999999994,0.5,NA,0.5166860772008613,1.8283236887752392,31.5,32.5,3517.59,358053,-1.2512998580932615,-1.424527287483215,-0.4969268441200256,-0.7950417399406433,-0.433546245098114,-0.4732455313205719,-0.8394580423712144,Lower middle income,Northern Africa and Western Asia,141
El Salvador,SLV,2015,2.3,68.513,0.552,0.02444722811951751,NA,7.913243485859006,4.996710503860358,0.47849155909317426,2.2927660097345193,0.1452839462348709,1854725,1171141,112150,537384,34052,63.2,6,28.999999999999996,1.7999999999999998,NA,0.7282116745967274,0.5209432320590974,40.6,NA,3761.51,23438.24,0.15240280330181122,-0.01699736528098583,-0.2625517249107361,0.08475085347890854,-0.5975981950759888,-0.4240863025188446,-0.1857610704908568,Lower middle income,Latin America and the Caribbean,127
El Salvador,SLV,2016,4.9,69.781,0.558,0.05669205131162837,NA,7.9691506820404765,5.0297437576746695,0.5086598083481795,2.263259032241703,0.16748808377592492,1915254,1208816,122248,543937,40253,63.1,6.4,28.4,2.1,NA,0.9472253564104368,0.37652902098089513,40,NA,3845.02,24033.351563,0.18897151947021484,-0.0992913693189621,-0.3198656737804413,-0.03998102247714996,-0.7432290315628052,-0.5344016551971436,-0.27512157863471254,Lower middle income,Latin America and the Caribbean,127
El Salvador,SLV,2017,3.9,70.858,0.563,0.05880718051911121,NA,7.976639985958875,4.981478088226214,0.5340299148517725,2.249465199438839,0.2116627140225958,1960142,1224125,131230,552773,52013,62.5,6.7,28.199999999999996,2.7,NA,0.9815846663216952,0.2963774826459625,38,NA,3921.32,24573.52975,0.1544557362794876,-0.2600434422492981,-0.36640703678131104,-0.15442241728305817,-0.8578715324401855,-0.5115498900413513,-0.3546756494272836,Lower middle income,Latin America and the Caribbean,127
El Salvador,SLV,2018,3.41,72.272,0.568,0.04792112817055424,NA,7.81135051689693,4.881947051357239,0.5495949420111002,2.2192091672044376,0.16059935632415342,1965832,1228608,138313,558494,40417,62.5,7.000000000000001,28.4,2.1,NA,1.359513664367614,0.31137952110749034,38.6,NA,4009.72,25166.352422,0.02218088880181312,-0.3876884579658508,-0.4718882739543915,-0.00385758653283119,-0.9150099158287048,-0.5645880699157715,-0.4110444685573626,Lower middle income,Latin America and the Caribbean,127
El Salvador,SLV,2019,4.06,73.791,0.573,0.02064021108602449,NA,7.747996216238056,4.894914694424381,0.5694541530300204,2.2155623840201746,0.068064984763479,1997416,1261898,146804,571167,17547,63.2,7.3,28.6,0.8999999999999999,NA,1.513395669087099,0.3957744211880618,38.8,NA,4104.92,25779.775109,0.11914150416851044,-0.10641810297966003,-0.5149140954017639,-0.02117298170924186,-0.8479737043380737,-0.5170482397079468,-0.3381773783624049,Lower middle income,Latin America and the Caribbean,127
Eswatini,SWZ,2000,8.76,27.407,0.468,0.01150912681261317,NA,5.190938126105679,2.5944630204992896,1.4039525043302394,0.978798921199966,0.21372368007618384,128994,64472,34888,24323,5311,50,27,18.8,4.1000000000000005,NA,1.612887421851525,0.759057659801187,53.1,69,2411.44,2484.984349,-1.462375521659851,0.03751852735877037,-0.650617778301239,-0.1893596649169922,-0.7154511213302612,-0.04510778933763504,-0.5284996126777898,Lower middle income,Sub-Saharan Africa,197
Eswatini,SWZ,2016,5,49.521,0.563,0.22360097672315923,NA,7.842471852407952,3.23897533326514,1.0713219090592403,0.7765153936801763,2.755683568502799,322045,133006,43993,31887,113160,41.3,13.6,9.9,35.199999999999996,NA,4.419662520745608,0.7028658473326636,54.6,58.9,3594.17,4106.422134,-1.4327528476715088,-0.48871684074401855,-0.5065140724182129,-0.25251656770706177,-0.364178478717804,-0.2036692202091217,-0.5562565197736559,Lower middle income,Sub-Saharan Africa,197
Ethiopia,ETH,1999,1.58,7.102,0.167,0.24882854905912224,0.09088067741847204,4.6458183861721025,1.9013811852734697,0.31105708120234105,1.7272880030103193,0.7060921166859728,760012,311048,50886,282568,115510,40.9,6.7,37.2,15.3,NA,6.353789870363897,NA,30,44.2,251.38,16359.055323,NA,NA,NA,NA,NA,NA,NA,Low income,Sub-Saharan Africa,179
Ethiopia,ETH,2004,0.82,8.163,0.189,0.250108833571118,0.08668528205027694,4.495637883250601,1.5164652385095143,0.21498415656676975,1.6310379157968644,1.1331505723774526,953020,321472,45574,345760,240214,33.7,4.8,36.3,25.3,NA,11.538168643403925,NA,29.8,38.7,281.52,21198.771448,-1.1809905767440796,-1.3124916553497314,-0.877902626991272,-0.991614580154419,-0.8934459090232849,-0.7574934959411621,-1.058012156613107,Low income,Sub-Saharan Africa,179
Ethiopia,ETH,2011,1.88,12.993,0.256,0.6975042294795464,0.13955313365099103,5.133213902924308,0.7198100195644694,0.3009221341836382,1.9548969217981813,2.157584827378019,2267233,317925,132911,863437,952960,14.000000000000002,5.8999999999999995,38.1,42.1,NA,8.297993904866741,NA,NA,NA,481.04,44167.904219,-1.362643837928772,-1.5069637298583984,-0.5144996643066406,-0.9949231147766112,-0.7418043613433838,-0.6678766012191772,-1.0074279709829654,Low income,Sub-Saharan Africa,179
Ethiopia,ETH,2015,2.12,15.332,0.302,0.7753694943024689,0.08877680492886102,3.962352299852745,0.8389032031002792,0.4912033853625412,1.3982122594908657,1.2340350001422795,2559257,541842,317265,903096,797055,21.2,12.4,35.3,31.2,NA,5.837945229233229,NA,35,23.5,630.31,64589.334979,-1.298228740692139,-1.4981874227523804,-0.6595990657806396,-1.0364573001861572,-0.5109845995903015,-0.4535273015499115,-0.9456275329181636,Low income,Sub-Saharan Africa,179
Ethiopia,ETH,2018,3.48,17.518,0.334,0.5899337541564744,0.08593934506742215,3.2481329395630163,0.7768134039951942,0.23250522309563296,1.1567222795074574,1.082092032964732,2686893,642589,192331,956854,895119,23.9,7.1,35.6,33.300000000000004,NA,6.641251770255137,NA,NA,NA,744.37,82721.152428,-1.1660078763961792,-1.2796165943145752,-0.6243050694465637,-0.971507728099823,-0.4280494451522827,-0.48202407360076904,-0.8582624785116749,Low income,Sub-Saharan Africa,179
"Gambia, The",GMB,2010,0.61,24.293,0.334,0.7285673111506957,0.5154629741959228,5.050511527257242,1.0081476126654343,0.26010741504800755,0.8528828106854536,2.929373688858346,68212,13616,3513,11519,39564,19.9,5.1,16.900000000000002,58.099999999999994,0.5873427189123417,10.191797802834682,5.6907788212551775,43.6,48.1,697.16,1350.595868,-1.0754644870758057,0.06541698426008224,-0.7473288774490356,-0.480537474155426,-0.5706871151924133,-0.5875725746154785,-0.6033302652282462,Low income,Sub-Saharan Africa,206
"Gambia, The",GMB,2015,0.2,26.35,0.37,1.2129067312135442,0.3340869655689471,5.295111367374946,1.237359325639182,0.23959188959482663,0.9557554117937784,2.8623321807197826,72976,17053,3302,13172,39448,23.3,4.5,18,54.1,0.7531017572791476,10.938363826898884,5.757168530748257,35.9,48.6,611.67,1378.176868,-1.4596771001815796,0.01958856917917728,-0.9549171924591064,-0.5612274408340454,-0.7353640794754028,-0.797295093536377,-0.801191370560602,Low income,Sub-Saharan Africa,206
Ghana,GHA,1991,4.73,28.765,0.362,0.3773144408525288,0.13377007244031314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.147610543225106,5.594690620409389,38.4,51.7,875,13862.973249,NA,NA,NA,NA,NA,NA,NA,Lower middle income,Sub-Saharan Africa,207
Ghana,GHA,1998,5.97,34.191,0.401,0.01988554772043804,0.06527234891903158,3.3485805346866364,1.0876827986387436,0.30890862787211804,1.7313431718953756,0.22064593628039905,620527,201559,57244,320836,40888,32.5,9.2,51.7,6.6000000000000005,0.2160811890465546,6.797781401203744,1.716750576740553,40.1,39.5,990.19,18531.046023,-0.18720033764839172,-0.13647741079330444,-0.21908573806285855,-0.2206139415502548,-0.4398055672645569,-0.3297426104545593,-0.2636861416780114,Lower middle income,Sub-Saharan Africa,207
Ghana,GHA,2005,3.11,40.218,0.437,0.15353392617263015,0.0646942076182271,4.375874784450797,1.5003230942204595,0.2901913227156913,1.619296975309669,0.966063392204977,1122456,384848,74437,415366,247805,34.2,6.6000000000000005,37,22.1,0.23862889899642567,7.770805669975419,6.159991406747533,42.8,31.9,1140.2,25651.008205,0.19748522341251373,0.16971929371356964,-0.21535161137580872,-0.18341343104839325,-0.13452546298503876,-0.3687463998794556,-0.08930371805045363,Lower middle income,Sub-Saharan Africa,207
Ghana,GHA,2012,1.48,45.257,0.494,0.28835438053648105,0.07242788911058093,5.427106363745687,2.4360356750658867,0.25056905365050663,1.9150352893039817,0.8254663457253125,2378800,1067759,109829,839395,361817,44.9,4.6,35.3,15.2,0.12699601618771394,4.545030471104442,1.5408763879065135,42.4,24.2,1631.94,43831.82935,0.4313521981239319,0.13069498538970947,-0.0925012230873108,0.09850329160690308,0.01666946336627006,-0.12656855583190918,0.09363588812590838,Lower middle income,Sub-Saharan Africa,207
Ghana,GHA,2016,1.33,47.571,0.531,0.2355438990028532,0.08154385695989576,4.273676784379225,1.6343202663473035,0.3742759269650075,1.717371517918409,0.5477110311194028,2182707,834701,191155,877118,279734,38.2,8.799999999999999,40.2,12.8,0.13728093451187542,3.203651562655515,1.3406048050876058,43.5,23.4,1728.12,51073.282097,0.5836306214332581,-0.1309286206960678,-0.22226570546627045,-0.28921765089035034,0.0503680408000946,-0.15556223690509796,-0.01767092404623067,Lower middle income,Sub-Saharan Africa,207
Guinea,GIN,2002,9.67,9.921,0.229,0.19208014031304152,NA,5.338725641755468,0.5524231215036851,0.03106527225470631,4.159113635118544,0.5961413340834687,301262,31173,1753,234697,33640,10.4,0.6,77.8,11.2,NA,8.893563909724422,2.6672195305226927,43,NA,657.86,5642.957144,-1.263446807861328,-1.4211658239364624,-0.95980703830719,-1.1137255430221558,-1.080204725265503,-0.7670536041259766,-1.1651995499098164,Low income,Sub-Saharan Africa,208
Guinea,GIN,2012,6.97,11.532,0.278,0.40484120620920616,NA,4.427534723123234,0.6622557197476912,0.04305088487743201,3.160263271856846,0.5619648466412644,347922,52041,3383,248338,44160,15,1,71.2,12.8,NA,10.076044971061746,2.321252997422759,33.7,NA,728.37,7858.142776,-1.0138888359069824,-1.2870124578475952,-1.2645546197891235,-1.0196253061294556,-1.399059772491455,-1.0556632280349731,-1.255436086847031,Low income,Sub-Saharan Africa,208
Guinea,GIN,2018,1.5,13.519,0.318,0.4702041032126354,NA,5.751649525547472,0.8117031825451032,0.45461780674274355,3.277014459535372,1.208322823243036,657593,92803,51977,374665,138149,14.2,7.9,56.8,21.1,NA,6.402539213762928,2.401910643568008,29.6,43.7,910.65,11433.120135,-0.7735602259635925,-0.8840863704681396,-1.0021425485610962,-0.793029248714447,-1.2181298732757568,-1.0404527187347412,-1.0201845276410548,Low income,Sub-Saharan Africa,208
Guinea-Bissau,GNB,2002,5.49,19.543,0.257,0.08120380816199521,0.3853319921103974,6.930531332394285,2.3859673317492907,0.32623986086134915,2.872477866614578,1.345846273169068,48648,16748,2290,20163,9447,34.4,4.7,41.4,19.5,NA,16.26782956845304,6.657760480536385,35.6,64.7,545.97,701.9375235,-0.658738374710083,-0.7261573076248169,-1.0603618621826172,-0.881491482257843,-1.1076014041900637,-1.044214367866516,-0.981597180398043,Low income,Sub-Saharan Africa,209
Guinea-Bissau,GNB,2010,6.26,23.385,0.297,1.7078283560318126,0.6865307395392398,9.707933307074336,1.363010746393085,0.3502001284233323,3.633424451224083,4.361297981033833,86573,12155,3123,32402,38893,14.000000000000002,3.5999999999999996,37.4,45,NA,33.57009684473039,6.345063464423268,50.7,48.7,569.02,891.7758008999999,-0.8229920864105225,-0.690954327583313,-1.070591688156128,-1.123641848564148,-1.336950182914734,-1.1615570783615112,-1.1163321099585883,Low income,Sub-Saharan Africa,209
Guinea-Bissau,GNB,2018,5.05,26.67,0.349,1.3033112646182594,0.409490192255666,11.770221269891715,0.6875565269104674,0.3087979046129047,6.18407554395117,4.589874979486174,140649,8216,3690,73897,54847,5.800000000000001,2.6,52.5,39,NA,14.185456046323436,7.507599661386866,34.8,47.7,620.77,1194.956295,-0.6876075863838196,-0.6855601668357849,-1.5230993032455444,-1.2230980396270752,-1.2477989196777344,-1.5406819581985474,-1.249468306310825,Low income,Sub-Saharan Africa,209
Haiti,HTI,2012,9.43,24.972,0.403,0.6537083018054984,0.17955073252921244,5.131950271540331,0.8149835969079583,0.21150918519170148,2.319637560378554,1.7858199290621175,699395,111068,28825,316126,243376,15.9,4.1000000000000005,45.2,34.8,NA,10.075835307470488,NA,41.1,58.5,1348.19,13628.249749,-0.7627437114715576,-0.7880926728248596,-1.6642354726791382,-0.9464836716651917,-1.33210027217865,-1.2406318187713623,-1.2145377558077883,Lower middle income,Latin America and the Caribbean,114
Haiti,HTI,2013,11.54,25.553,0.407,0.6533080461389632,0.15852265678480784,5.084373297915072,0.7852919561976127,0.2262330118324784,2.296597403686134,1.7762509261988473,722878,111650,32165,326522,252541,15.4,4.3999999999999995,45.2,35,NA,8.707139965739675,NA,NA,NA,1385.57,14217.642129,-0.7494452595710754,-0.6310153603553772,-1.5937050580978394,-0.9407095909118652,-1.300454020500183,-1.1352108716964722,-1.1465875491961257,Lower middle income,Latin America and the Caribbean,114
Honduras,HND,2004,1.14,30.119,0.417,0.02367024755410986,NA,7.894257228162144,3.089383580631876,0.3105338389701854,3.964759288161323,0.5295805203987581,1099915,430447,43267,552414,73787,39.1,3.9,50.2,6.7,0.11591715206431157,5.142931864720589,1.7489908573973088,58.1,NA,1887.08,13933.103118,-0.3408181667327881,-0.391061931848526,-0.7209816575050354,-0.4295835196971894,-0.8502907156944275,-0.946081817150116,-0.6580211153174478,Lower middle income,Latin America and the Caribbean,129
India,IND,1995,7.3,19.813,0.358,0.04971806482244207,NA,4.519564673966839,0.8372848996491958,0.23028274046696717,3.3703819588329345,0.08161507501774153,26939272,4990712,1372621,20089465,486474,18.6,5.1,74.5,1.7999999999999998,NA,0.5341333659922928,0.13873693176170462,NA,NA,618.14,596059,NA,NA,NA,NA,NA,NA,NA,Lower middle income,Central and Southern Asia,163
India,IND,2000,15.41,22.868,0.393,0.02585599112592344,NA,4.385167775509847,0.8531064264603377,0.2336532864313071,3.206864168167748,0.09154389445045431,35104759,6829407,1870474,25672038,732840,19.5,5.3,73.1,2.1,NA,0.42300764239869887,0.0643856748163995,NA,NA,755.48,800534,0.35206338763237,-1.0012075901031494,-0.1873515248298645,-0.15950407087802887,0.3480795919895172,-0.4033018052577973,-0.15811385891462748,Lower middle income,Central and Southern Asia,163
India,IND,2001,14.86,23.547,0.4,0.02912618929586058,NA,4.4356296594657465,0.8533992649722577,0.24155099433714036,3.259954811524015,0.0807245886323336,37221675,7161317,2026980,27355976,677402,19.3,5.4,73.5,1.7999999999999998,NA,0.48652806642896634,0.0562329049349433,NA,NA,777.73,839152,NA,NA,NA,NA,NA,NA,NA,Lower middle income,Central and Southern Asia,163
India,IND,2003,15.41,24.771,0.414,0.0130383601389186,NA,4.344501103195916,0.8427649399761374,0.26526492135006063,3.1766393874468757,0.05983185442284174,40818456,7918139,2492278,29845893,562146,19.4,6.1,73.1,1.4,NA,0.33858375827396936,0.05902379965613525,NA,NA,840.82,939543,0.4545648992061615,-1.509997010231018,-0.14701654016971588,-0.3816304504871368,0.12016164511442184,-0.45632052421569824,-0.31025802998814606,Lower middle income,Central and Southern Asia,163
India,IND,2006,16.84,27.253,0.437,0.01846067330215724,NA,3.962024219258707,0.8264877846650824,0.2487462474524959,2.8351092149882033,0.05168097215292636,46852125,9773466,2941499,33526017,611143,20.9,6.3,71.5,1.3,NA,0.2851707779083829,0.06040653633123269,NA,NA,1008.67,1182530,0.43719372153282166,-1.065184235572815,-0.09956879168748856,-0.28331515192985535,0.17898961901664734,-0.274562805891037,-0.1684980510228341,Lower middle income,Central and Southern Asia,163
India,IND,2007,12.98,28.22,0.446,0.02329793501056451,NA,3.892693362029015,0.8437190231948034,0.2545353577403721,2.731426327240737,0.06301273239967639,49559047,10741640,3240566,34774608,802234,21.7,6.5,70.19999999999999,1.6,NA,0.25201197049790675,0.05990973888458597,NA,NA,1070.13,1273130,0.4539639353752136,-1.154295802116394,0.13638581335544586,-0.31371623277664185,0.0968981608748436,-0.3976902961730957,-0.1801685376630443,Lower middle income,Central and Southern Asia,163
India,IND,2009,13.97,30.162,0.463,0.02277859014841658,NA,3.9777047350612103,0.9726918430923772,0.27830002613714233,2.659598900827205,0.0671139650044857,56308786,13769523,3939643,37649548,950072,24.5,7.000000000000001,66.9,1.7000000000000002,NA,0.3060511016452271,0.05363668664245008,35.4,29.8,1156.88,1415610,0.460749089717865,-1.3555479049682615,-0.00608160439878702,-0.3495332598686218,0.01798082515597343,-0.45240628719329834,-0.2704605676922569,Lower middle income,Central and Southern Asia,163
India,IND,2011,17.91,32.362,0.483,0.03519295966344964,NA,4.007163573372927,1.0454579930710222,0.3106662336055432,2.5851946300420687,0.06584471665429349,64771792,16898783,5021609,41787086,1064314,26.1,7.7,64.5,1.6,NA,0.315684855233853,0.04509435495467642,35.7,21.9,1285.28,1616400,0.4358185827732086,-1.3267953395843506,0.01983677595853805,-0.36315494775772095,-0.08629713952541351,-0.5408358573913574,-0.30417160151833544,Lower middle income,Central and Southern Asia,163
India,IND,2017,17.46,41.739,0.547,0.01904215425859985,NA,3.674741408376576,1.091976422891259,0.3909971135105797,2.1564289767353886,0.03533889523934836,89370446,26557085,9509128,52444784,859449,29.7,10.6,58.7,1,NA,0.2806300935025205,0.04589418357826756,35.9,NA,1795.91,2432020,0.38706639409065247,-0.7648019194602966,0.06893447041511536,-0.24082094430923465,-0.00962715689092874,-0.2668553590774536,-0.1232959742182792,Lower middle income,Central and Southern Asia,163
Indonesia,IDN,1999,3.9,38.81,0.527,0.0212508200770806,NA,2.38680545779558,0.715001500707856,0.5766970615343344,1.0511935275665425,0.0439136335988568,8986060,2691902,2171201,3957628,165330,30,24.1,44,1.7999999999999998,NA,0.8675366345364671,0.1640157224441965,32.1,23.4,1784.33,376489,NA,NA,NA,NA,NA,NA,NA,Lower middle income,Eastern and South-eastern Asia,11
Indonesia,IDN,2001,2.56,39.253,0.537,0.02017830754387464,NA,2.447006753703546,0.84788510154981,0.4748872143720766,1.073530855754082,0.0507035820275766,10018168,3471284,1944212,4395089,207583,34.699999999999996,19.4,43.9,2.1,NA,0.5630585850197237,0.20691399724470969,30,18.4,1885.68,409405,NA,NA,NA,NA,NA,NA,NA,Lower middle income,Eastern and South-eastern Asia,11
Indonesia,IDN,2002,2.29,39.857,0.542,0.01585083655504808,NA,2.3153758771089183,0.7927832810535125,0.4139912020307321,1.0758794463169608,0.03272194770771295,9905780,3391733,1771162,4602892,139993,34.300000000000004,17.9,46.5,1.4,NA,0.49373109628680817,0.16215879442496864,32.8,18.2,1943.64,427826,-0.27190330624580383,-1.5832442045211792,-0.550523042678833,-0.7422873377799988,-0.9102647304534912,-1.1373029947280884,-0.9132548336425368,Lower middle income,Eastern and South-eastern Asia,11
Indonesia,IDN,2004,2.06,42.403,0.552,0.01638981456112516,NA,2.534318829129047,0.8607670725465083,0.3900908822523676,1.2371525543243935,0.04630810761444176,11932308,4052741,1836661,5824873,218032,34,15.4,48.8,1.7999999999999998,NA,0.37878720299726654,0.11896454069615266,33.9,16.7,2083.88,470829,-0.2554474174976349,-1.9086055755615232,-0.49002355337142944,-0.7358242273330688,-0.732880175113678,-0.9766117930412292,-0.8869036473505414,Lower middle income,Eastern and South-eastern Asia,11
Indonesia,IDN,2005,2.14,44.744,0.558,0.009345460099029,NA,2.6613286524982316,0.8664149411613401,0.3807825863288534,1.368944119349238,0.04518700565880008,13243623,4311558,1894896,6812304,224865,32.6,14.3,51.4,1.7000000000000002,NA,0.6289909009066941,0.15699490550688783,34.1,16,2174.92,497632,-0.12192551791667938,-1.5181759595870972,-0.5037567019462585,-0.6469480395317078,-0.7978721857070923,-0.9060518145561218,-0.7858534161533676,Lower middle income,Eastern and South-eastern Asia,11
Indonesia,IDN,2006,1.82,47.156,0.564,0.00734829697184413,NA,2.878141773617825,0.940066208767138,0.3943888260324645,1.4820651573505828,0.06162158146764037,15110417,4935404,2070565,7780931,323517,32.7,13.7,51.5,2.1,NA,0.6327927680826504,0.21388420304457129,35.3,17.8,2264.94,525006,-0.08425252884626389,-1.4176669120788574,-0.34847864508628845,-0.3961955904960632,-0.694450855255127,-0.8642762899398804,-0.660089642574227,Lower middle income,Eastern and South-eastern Asia,11
Indonesia,IDN,2007,2.54,49.635,0.571,0.00669976608312825,NA,2.984872957705107,0.9851351738614912,0.4094777528218686,1.5414702732134733,0.04878975780827414,16665083,5500187,2286188,8606306,272402,33,13.7,51.6,1.6,NA,0.5427211732381905,0.16021574417662665,36.7,16.6,2377.26,558318,-0.01980480551719665,-1.1980657577514648,-0.3082802891731262,-0.3885916769504547,-0.6989899277687073,-0.6305091977119446,-0.5614450579763708,Lower middle income,Eastern and South-eastern Asia,11
Indonesia,IDN,2009,3.5,55.058,0.585,0.00779325423225231,NA,3.035882104080143,0.9060932484191624,0.4541140528216092,1.6250834824283211,0.05059148188576633,18800975,5611363,2812292,10064012,313309,29.799999999999997,15,53.5,1.7000000000000002,NA,0.5662030189312957,0.11890058918562,36,14.1,2569.87,619292,-9.979994501918554e-4,-0.7511536478996277,-0.33120155334472656,-0.31469470262527466,-0.6119353175163269,-0.8896406292915344,-0.507978885211506,Lower middle income,Eastern and South-eastern Asia,11
Indonesia,IDN,2010,3.45,59.668,0.593,0.00957854173158922,NA,3.1077017793215624,0.8456766514399509,0.4966708977175128,1.7205849491133796,0.0447692810507194,20443550,5563157,3267275,11318610,294508,27.200000000000003,16,55.400000000000006,1.4,NA,0.4923666268897216,0.101275377525447,37.2,13.3,2695.87,657835,-0.03774846345186233,-0.8539161682128906,-0.26738402247428894,-0.3808605968952179,-0.6560449004173279,-0.8035345077514648,-0.5235348442977608,Lower middle income,Eastern and South-eastern Asia,11
