Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Cameroon,CMR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,943.27845849414,939.256946311705,948.941264063551,962.024286534491,973.075113161797,969.43165672337,989.902762992517,860.408038746668,892.297372415772,912.351904350334,916.285282180246,923.194752695788,922.528665601013,945.65860264064,1018.63951397521,1102.13211198326,1014.06785936371,1123.99105369698,1334.26134618644,1375.29458660483,1304.50791408898,1473.87123179551,1546.47683391262,1618.03052739593,1689.97696389464,1771.1653549787,1833.42027980163,1738.83546390276,1554.28237658159,1480.64450567136,1348.73034521713,1259.11725844221,1184.78708471609,1059.52035896833,1048.98720899757,1049.70665966691,1064.64604170196,1083.64160612322,1105.245200304,1124.90047288918,1137.62452306726,1156.05038690417,1175.87166969885,1206.61050790978,1256.6936455108,1250.05887854373,1262.87190187326,1281.39248026309,1281.01983274122,1277.18161484736,1277.26568905641,1283.56703694337,1305.66802879819,1332.85999961152,1366.96658993252,1399.67533119236,1420.02986717381,1429.23468017538,1445.26776644065,1454.56406402385,1419.32820350189,1432.8626845743,..
Cameroon,CMR,GDP (constant 2015 US$),NY.GDP.MKTP.KD,4827329385.41728,4884469557.03681,5033033582.93209,5221397397.4331,5406608701.42559,5516149497.87845,5770717349.08592,5141012887.01071,5467278214.18431,5735255736.38801,5912593757.14402,6118334744.27843,6281929427.4928,6618369514.39781,7328802655.27889,8152930821.43084,7704915989.34552,8763561547.24093,10691808425.9075,11337071763.4427,11114265236.6755,13012879851.3417,13990954265.7318,14951689389.6528,16069264259.5796,17364955016.2114,18540851264.5933,18142844040.9923,16723414693.4432,16419195626.4699,15416689185.6114,14829529257.9827,14369813374.8359,13229990211.316,13478291888.175,13868353841.0683,14452914961.4216,15107243770.0945,15821141839.0264,16534881678.6853,17168567426.5747,17910981125.0542,18712860555.3526,19733301601.382,21124274961.7047,21594980886.9112,22417659666.4955,23387803843.1696,24053813161.9883,24674221564.9986,25389533348.6282,26247499325.4413,27461703058.6152,28833560442.596,30482787664.3604,32210232911.6626,33671222799.3745,34863580244.995,36242614126.2874,37502066705.0088,37599546920.5223,38971899132.8178,..
Canada,CAN,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,37.3,..,..,..,33.3,..,..,..,..,..,32.4,..,..,..,..,..,31.5,..,..,..,31,..,..,31.3,..,32.8,33.1,33.2,33.1,33.4,33.6,33.6,33.8,33.8,33.6,34.1,33.8,33.9,34,33.6,32.7,33.5,33.8,33.2,33.7,32.7,33.3,32.5,..,..,..,..
Canada,CAN,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Canada,CAN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33861.1470978248,34889.6713113013,36393.9636927699,37923.4864630225,38185.2196712381,38912.2097402286,39257.7618963901,40093.807340436,40989.5268239475,41646.4146368665,42097.4351198181,42063.6330521731,40368.2920365479,41155.3236376889,42036.9978438542,42315.8073891558,42846.2841957958,43635.0954811371,43596.1355365546,43536.9134032467,44325.4883367463,44917.4837282326,45109.2444855151,42258.6910170917,43936.3081048252,..
Canada,CAN,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1012649704327.9,1052104074305.43,1106423298897.52,1163709866262.96,1184539957269.95,1220289971518.14,1242273716666.7,1280622467897.33,1321656178498.24,1356472617613.53,1384543596091.58,1398494571594.3,1357541054226.41,1399482212058.69,1443522257095.4,1468960331816.39,1503174217512.03,1546315859831.59,1556508816217.14,1572095608554.66,1619885432081.64,1664870307455.57,1696163077026.08,1607402450990.09,1680392784898.42,..
Cayman Islands,CYM,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,96179.763499152,96283.713575868,93169.6700999899,84029.9974494702,79522.7074829933,78396.5590584987,77451.2985443793,76620.3024950518,76875.3482220083,77298.6280551844,78080.2447261331,78886.121110688,80600.6107453471,82139.8961138837,76116.4252337353,76577.822242188,..
Cayman Islands,CYM,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4633652466.09865,4780197527.90112,4763113044.52178,4420145925.83703,4300110884.43538,4350381855.27421,4403880835.23341,4460221048.84195,4578618864.75459,4708336733.46934,4860885635.42542,5015658466.33865,5229690027.6011,5432239889.59558,5123472698.90796,5217706496.29372,..
Central African Republic,CAF,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,61.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,62.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,62,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,583.648966036689,601.588165216098,568.562997529181,553.828338320911,554.278022858689,548.190288948111,540.134008206954,553.093219405411,548.253366018737,573.696582505573,574.063615764213,568.488721678183,557.294474468248,556.885483956509,580.709464779166,571.669760917332,593.776776040456,610.140241300415,611.277988875801,590.130144507321,557.877975764552,543.471228351176,579.087965544805,526.172594588697,569.570447606694,585.090480140349,598.857581330021,562.323379334523,562.977280220337,560.015097044922,531.386003389008,512.25183826155,464.33546174819,451.199933647088,458.654522031968,478.34389322667,447.350629151216,458.1338337323,466.634106960897,470.168357329221,445.803291476321,455.338378684855,461.498084085629,426.159579398784,442.015234555354,436.10026362537,447.808104988498,459.746064798162,459.562455645483,488.388023386299,500.529275661801,513.594265012894,534.883560801907,338.16570463051,338.700383697268,351.879753579186,362.218329942542,371.603129779223,378.263076526306,381.414045064669,375.216922803966,370.675749066981,..
Central African Republic,CAF,GDP (constant 2015 US$),NY.GDP.MKTP.KD,980371510.422875,1028934740.61167,990722160.320593,983717648.122338,1004182168.34495,1013697584.80447,1020233741.80373,1067946126.71435,1082941299.00207,1159738541.77008,1186793860.43184,1200207032.9363,1200196625.04299,1222867618.64752,1300385608.02731,1305652002.04264,1376581794.95661,1428977731.85715,1446257436.72662,1410605198.19004,1347429285.79271,1326618703.1175,1428977731.85715,1312851662.24047,1437332668.2125,1493779877.58432,1547227011.70926,1470809657.0471,1495962933.20629,1525542165.99595,1492780719.82647,1484532464.37756,1389164937.96953,1393822470.22617,1462119066.13248,1567392304.99919,1504695155.69416,1584443036.21582,1658914114.82883,1718634606.64694,1675850359.21904,1750672704.2313,1813986521.21501,1716076866.86578,1818953688.29765,1835473616.95542,1923045631.27357,2011650629.00283,2052972567.42054,2229266668.2677,2332499960.04546,2430339361.11484,2553162910.07711,1624016448.55729,1625333047.06112,1695825708.45604,1776382802.68262,1856804594.29617,1927167157.0247,1986909338.89246,2004791522.88005,2022834646.72387,..
Chad,TCD,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.8,..,..,..,..,..,..,..,43.3,..,..,..,..,..,..,37.5,..,..,..,..
Chad,TCD,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.3,..,..,..,..
Chad,TCD,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,560.29651422633,557.277743805966,575.849349541444,555.685954317773,531.286502923243,524.427195924484,505.506956239832,500.114737935649,488.637954198369,512.328891246239,511.576682278096,490.038123842508,485.061343997732,434.356834668293,445.919815028692,476.153986626138,481.048914593701,483.038297426817,472.418493427554,363.585935838326,341.187683981379,344.668195603852,346.318982878893,381.131757118532,384.088799531862,463.363262523888,431.37513072106,406.558361516853,453.90291060509,460.326567151123,429.249144835634,449.281436422037,465.176010804638,383.259143227658,412.844275733986,399.999490644699,391.173017427852,399.388141407924,412.84313291428,396.0118238584,379.351545562345,409.703667294887,429.426972425843,473.468020086493,605.239352891445,682.353871077277,662.885502792176,661.772362474344,658.874458370746,662.923250588157,727.524942612199,703.123212684174,739.338362273076,754.171810740045,777.935678448612,774.411600504375,703.46600472984,660.126131518416,653.349759283291,652.703213763469,622.278504175497,595.663784578024,..
Chad,TCD,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1696963329.07911,1720682526.6067,1812913107.89905,1783916396.40253,1739123333.1125,1749666381.9963,1718048293.92189,1731229184.18127,1723313677.72818,1841900238.0217,1876153255.1266,1833984339.7768,1855068118.92358,1699597030.15774,1783928529.29137,1944665258.31968,2002631164.94822,2047382458.59673,2037767250.61139,1600847787.51187,1504033784.15723,1519719624.7614,1600973090.98407,1851985143.63293,1889930447.0693,2301798709.28104,2207846939.0513,2155105703.76333,2488766907.15831,2610336577.89193,2501264385.14823,2714750731.31674,2931969973.07684,2471362268.09204,2721881484.22562,2755538891.12468,2816559556.8286,2975790718.72462,3182655188.59647,3160922420.7253,3133116385.96115,3498379313.11225,3795434040.85243,4354185202.01074,5818470334.73997,6826958668.37461,6871215248.13962,7096007026.04689,7312626231.63889,7621050542.93753,8653710578.06277,8660881890.57623,9430191312.98703,9967712346.34747,10655483007.6061,10950392219.9104,10265387468.6306,9958586245.45557,10195006847.3059,10526057266.1328,10357639640.7284,10233348946.4665,..
Channel Islands,CHI,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56.2,..,..,57.2,..,54.8,..,56.4,..,54.9,..,55.5,..,52.8,..,..,51.5,..,..,47.3,..,..,47,..,46,..,45.8,..,44.4,..,44.4,..,..,44.9,..,..
Chile,CHL,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45.1,..,..,38.6,..,32.8,..,27.7,..,23.2,..,21.6,..,36,..,..,35.4,..,..,29.1,..,..,25.3,..,22.2,..,14.4,..,11.7,..,8.6,..,..,10.8,..,..
Chile,CHL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3289.23540294729,3390.26243563423,3455.05241441091,3585.06196329503,3606.31351617401,3571.82255473982,3900.8622449536,3970.5730814351,4041.59149826093,4129.05758688547,4134.28320380948,4449.58328580449,4334.1429830212,4051.44694069331,4082.64581657603,3499.75368838558,3578.27834776633,3892.57803775573,4129.15531362761,4410.78970889979,4694.336999661,4928.56298403444,4322.64776407035,4047.79013664992,4154.49596770261,4258.46521425617,4420.02098731323,4632.18193600537,4893.28133611503,5292.72810468147,5381.34523164356,5707.61302745811,6243.52189192202,6552.16439493312,6778.94730079861,7278.95148859491,7668.44873672955,8127.50711782893,8361.47115675403,8239.87399282938,8550.71145431565,8722.57532591439,8904.53790349696,9227.91211620151,9746.18304249617,10214.7325530973,10727.1026309106,11171.4194706268,11479.281556043,11234.9679406798,11773.004116836,12382.3791654878,13017.0675264205,13318.5948942352,13421.5380191561,13569.9478008231,13644.62293248,13615.5235299929,13906.7702234013,13765.118249803,12767.3039138968,14115.9601368334,..
Chile,CHL,GDP (constant 2015 US$),NY.GDP.MKTP.KD,26780362588.4243,28185065417.8304,29319989394.9807,31032317864.6535,31825882670.6574,32128315283.2412,35738330685.6169,37030628671.0496,38360773788.9266,39871414647.1846,40600649651.6301,44426321467.9541,43973196182.1321,41761674936.05,42756500397.0259,37235737859.9427,38662828793.1516,42701040005.8331,45989491336.0453,49861026840.7968,53843237960.1477,57356708654.318,51039265790.6663,48478411192.8596,50467811627.6271,52491528583.1464,55314361485.7734,58887928401.138,63213311786.3737,69486210756.9551,71802579088.2495,77406333959.6704,86050073040.4712,91719726335.7303,96333410154.829,104939158704.969,112078082148.042,120362601757.486,125394825678.282,125051706063.516,131268803553.652,135409067462.838,139745947904.522,146346491776.997,156114028604.48,165226475828.174,175222662457.306,184278574391.665,191261613433.311,189123237376.132,200190069229.347,212649692512.184,225739004134.721,233207597703.441,237388192470.92,242496649874.236,246747710111.593,250097792355.986,260076767994.429,262080762440.351,246412987238.941,275165008283.959,..
China,CHN,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.2,..,..,33.9,..,..,35.2,..,..,38.7,..,..,42,..,..,40.9,..,..,43,..,43.7,42.4,42.2,39.7,39.2,38.6,38.5,39.1,38.5,38.2,..,..,..
China,CHN,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.8,..,..,..,..,30.2,..,..,..,..,17.2,12.7,10.2,8.5,7.2,5.7,4.5,3.1,1.7,0.6,0,..,..
China,CHN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,238.216631253627,175.023372303484,163.906754297899,176.400144189273,203.687474412722,232.606795960385,250.304460561693,229.875868057084,214.769686614669,244.363532688029,283.58485541074,295.379649227514,299.190359719313,315.129106851017,315.816106163451,337.343523149326,326.948883005795,346.938543192589,381.098656321566,404.595917871102,430.854648739045,447.118996663539,480.310474010796,524.408436893203,596.200055951351,667.127363525023,716.104075086962,786.863491695094,861.191965465324,883.762594105905,905.030858570453,975.46119253188,1100.64417174091,1239.1271844903,1384.92771103551,1520.02678449727,1653.43086834849,1787.76381918618,1909.61895536123,2038.20287384959,2193.89299120961,2359.56821728091,2557.88709387403,2797.1717183024,3061.8277643372,3390.7101702332,3800.7590824066,4319.02376855321,4711.63512675747,5128.89506825573,5647.05875238916,6152.68600485234,6591.65085082149,7056.41062734843,7532.77199570021,8016.43143498352,8516.51369911163,9053.21273336976,9619.19248413627,10155.4929447833,10358.2594478784,11188.3025403134,..
China,CHN,GDP (constant 2015 US$),NY.GDP.MKTP.KD,158907168210.357,115573183433.159,109124199808.912,120363992385.387,142246166193.496,166356891368.928,184073900297.069,173452836242.473,166341269979.928,194519481107.989,232061740955.439,248445299863.509,257911065788.84,277924964496.186,284345031184.263,309139917896.427,304286421180.249,327320903267.764,364393196721.71,392055467396.687,422769661255.457,444384863998.942,484455553401.509,536632397557.183,618155123011.759,701177544159.34,763932666262.02,852987565219.692,948714904915.565,988621025896.57,1027377455186.3,1122541231141.84,1282217440753.01,1460237039290.75,1650605318482.01,1831411871435.46,2013134753757.7,2199083579885.44,2371622617326.55,2553328077171.96,2770108015885.86,3001016837148.73,3275118634996.31,3603876041860.81,3968358419663.33,4420536663136.43,4982871172216.7,5691976639219.75,6241291028834.91,6827892848566.12,7554098728364.74,8275578020536.57,8926347665673.95,9619581223626.48,10333908590021.3,11061553079876.4,11819132546490.1,12640231416521.9,13493418449047,14296344415554,14616539906901.3,15801910975837,..
Colombia,COL,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51.5,..,..,..,56.9,..,..,58.7,58.7,57.5,56,53.6,55,53.9,..,..,55.3,54.3,54.6,53.5,52.6,52.6,52.6,51,50.6,49.7,50.4,51.3,53.5,51.5,..
Colombia,COL,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.7,42.5,39.3,..
Colombia,COL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1950.9722973196,1987.58126571207,2031.27211294963,2034.6852662081,2095.77158090161,2107.53411707009,2154.75269432458,2182.07392273103,2250.05975195303,2326.52040194017,2410.31199536018,2494.30772843829,2625.1817494586,2739.34123433054,2833.28724889696,2836.44888676087,2907.30301335481,2962.43055180862,3141.4177974943,3235.89110962298,3291.35248043658,3289.65822404992,3245.82425219031,3222.00469419538,3254.90043459853,3283.11065614874,3400.81818255602,3508.1211449821,3574.34940848087,3619.21976319093,3695.67210721161,3693.59693618595,3767.54097986843,3892.93366857522,4039.84781373376,4170.30682807269,4179.07501562325,4246.00304999196,4196.76852471944,3953.5869670831,4003.84032419896,4007.38307636304,4045.16040703408,4141.85786478329,4300.87945130918,4447.40592615284,4684.88510305164,4938.93928330566,5041.87874813236,5041.96255824461,5209.54400755807,5510.90048755314,5667.29372773527,5899.55449452261,6106.86209493595,6228.4262990412,6290.85211704641,6280.66383827747,6320.76208436838,6403.87709573135,5865.65409477439,6418.09775120445,..
Colombia,COL,GDP (constant 2015 US$),NY.GDP.MKTP.KD,30606244696.9931,32163862900.3967,33904535655.9781,35018878590.5558,37178472285.3856,38516901522.2272,40533929917.2863,42209952860.4261,44714319170.8658,47443018237.7502,50388184482.2513,53391687076.3134,57486374334.6407,61351157394.5794,64876245931.1876,66383486741.0009,69522342772.9596,72413433188.5492,78546779172.7708,82771903885.8745,86155084341.6415,88116725975.553,88952443321.1805,90352515674.1714,93379942725.011,96281356710.9886,101888856232.015,107359199789.702,111722463663.498,115536775949.056,120484058766.344,122895676839.655,127866720249.853,134752867310.309,142588290955.575,150006357806.764,153090270582.295,158341716456.135,159243922364.124,152549283593.271,157011138831.906,159645626073.266,163643121364.177,170055103810.761,179124180023.818,187773658763.744,200386168873.169,213888579065.498,220911495457.467,223429110323.159,233471486873.475,249692833589.596,259462404704.661,272783187748.922,285055785203.729,293481753078.868,299607839838.107,303680591569.989,311467946721.7,321393979777.57,298741646109.87,330638330721.984,..
Comoros,COM,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,55.9,..,..,..,..,..,..,..,..,..,45.3,..,..,..,..,..,..,..,..
Comoros,COM,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.4,..,..,..,..,..,..,..,..,..
Comoros,COM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1207.72302042087,1218.55597262268,1262.47247605137,1289.58682971176,1307.61284256475,1301.87276776059,1290.39970832281,1275.78172413199,1274.16494660848,1199.79025424251,1227.1385151565,1131.63809890642,1199.1321096252,1207.64491057861,1119.37360803599,1135.13483365162,1096.60711813593,1116.53055075503,1106.90323246205,1105.7366213604,1202.13131044022,1205.50910912305,1208.58985584597,1210.02845205992,1209.86304160807,1219.9911594123,1227.48282317107,1212.75165250901,1235.65274473216,1249.8393287623,1270.30257843507,1295.20431333256,1307.97295250537,1337.39764513763,1336.48962187324,1322.93669549676,1337.52778862238,1360.43110397926,1383.37778922977,1381.62215537536,1352.95541062954,1355.5387302206,..
Comoros,COM,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,396529283.848744,411854858.962849,438144860.231055,459269584.773057,478146942.463598,489048505.209266,498182034.592771,506341181.145571,519948489.762521,503412794.036091,529042729.515755,500497503.470034,543194854.33912,559523624.679461,529998777.185666,549132827.127306,542039739.209173,563884773.639465,571116684.917886,582107304.158834,645253597.929273,660306764.940171,675658533.141122,689873521.37292,703116746.082698,723068020.333961,742207308.89297,748145281.681156,777806333.226554,803013019.854478,833348978.715286,867878849.43906,895376808.55641,935366551.22574,955071521.666078,966029542.038859,998106036.759259,1036191396.38126,1073934161.69033,1092843782.19173,1090706651.56557,1113744509.2175,..
"Congo, Dem. Rep.",COD,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.2,..,..,..,..,..,..,..,42.1,..,..,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69.3,..,..,..,..,..,..,..,63.9,..,..,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1254.73385724706,1090.26424830793,1287.49799419153,1319.20732505692,1253.04142815635,1231.25542001185,1277.78621329364,1228.86470799073,1244.99177257337,1322.18942349582,1281.73326807622,1321.88746032905,1289.00698088963,1356.87147790701,1362.29005650997,1260.49393230411,1163.18364705876,1142.97208009123,1049.0606384956,1017.47357380733,1008.43041451177,1003.97537386753,972.41423479903,959.420262633324,982.940984836114,958.035413302542,973.974579381569,969.84821457739,944.456789574861,903.692779117922,817.080934782166,723.986610759516,628.73986159824,526.892861456496,482.788889009294,466.245737776271,452.763038568412,420.624121782111,404.115466105339,375.950508994315,339.969434967991,322.930023545957,322.440038383527,330.548973264061,342.459982967244,352.321214972839,359.428056552529,369.840738579766,380.494894433955,379.054865087322,393.027434340423,406.20101163838,420.629347803912,441.012959698415,466.424927105417,482.0645483336,476.814884582774,477.847871078959,489.382354011428,494.819226947003,487.43311264638,501.239067350859,..
"Congo, Dem. Rep.",COD,GDP (constant 2015 US$),NY.GDP.MKTP.KD,19168014544.7984,17088021198.7767,20710800884.3965,21790659999.2536,21258919179.0936,21470944753.0433,22925705458.9266,22699717916.7991,23683228246.3169,25892598109.6177,25829146595.4894,27380191515.1975,27421572708.3204,29652941732.2609,30581252538.9092,29057807380.6359,27515127782.1133,27724461113.7381,26242507842.7632,26355373788.6736,26933851294.0447,27566937952.9985,27440770250.5113,27828152616.2255,29370131151.6373,29507539589.5244,30899472095.5248,31726231488.1307,31875465759.9046,31471906223.0478,29404733640.7915,26928545877.7174,24101046254.2219,20854864154.0232,20041525118.7205,20181815560.0245,19975320744.5555,18853297670.0939,18547091073.4088,17755104164.4956,16528061820.7148,16180943924.8192,16657920156.2125,17587069343.3083,18772151839.5591,19923851730.0541,20983995809.2688,22297484361.0272,23685702161.9229,24361944119.8909,26093585401.3456,27887433521.0935,29863787753.5669,32396821280.7177,35464893590.3175,37917704900.0794,38827501899.7175,40274582570.6167,42619014794.5289,44487657807.0092,45259706747.5848,48065878270.7532,..
"Congo, Rep.",COG,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47.3,..,..,..,..,..,48.9,..,..,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,50.7,..,..,..,..,..,40.9,..,..,..,..,..,..,..,..,..,..,..
